method,seed,group,n_params,n,acc,macro_f1,loss,R_star,excess_loss
regret_only,0,g1,276228,209,0.7177033424377441,0.4825006194470992,0.6585911512374878,0.6846005644225315,-0.026009413185043684
regret_only,0,g2,276228,37,0.5945945978164673,0.26522187822497423,0.8283653259277344,0.7024396780319512,0.1259256478957832
regret_only,0,g3,276228,128,0.6953125,0.40805860805860805,0.7556912899017334,0.7673795436520174,-0.011688253750284039
regret_only,0,g4,276228,14665,0.7689737677574158,0.6965049980838213,0.5337982177734375,0.6238109850217399,-0.09001276724830243
regret_only,0,g5,276228,14,0.7142857313156128,0.41428571428571426,1.0374438762664795,0.8973705906662908,0.14007328560018872
regret_only,0,g6,276228,10579,0.7791851758956909,0.7105171734725665,0.5140988826751709,0.5871916648544888,-0.07309278217931792
ours,0,g1,276228,209,0.7129186391830444,0.37322818411422093,0.7506601214408875,0.6846005644225315,0.06605955701835597
ours,0,g2,276228,37,0.6486486792564392,0.2863485016648169,0.8845932483673096,0.7024396780319512,0.1821535703353584
ours,0,g3,276228,128,0.6640625,0.35917117117117114,0.8214899301528931,0.7673795436520174,0.05411038650087563
ours,0,g4,276228,14665,0.740402340888977,0.5890897718410814,0.6518975496292114,0.6238109850217399,0.028086564607471498
ours,0,g5,276228,14,0.6428571939468384,0.36666666666666664,1.0191220045089722,0.8973705906662908,0.1217514138426814
ours,0,g6,276228,10579,0.7569713592529297,0.7013722109208247,0.6304073929786682,0.5871916648544888,0.0432157281241794
