method,seed,group,n_params,n,acc,macro_f1,loss,R_star,excess_loss
regret_only,22,g1,276228,209,0.7224879860877991,0.48965176571270363,0.62533038854599,0.6846005644225315,-0.05927017587654149
regret_only,22,g2,276228,37,0.6486486792564392,0.2863485016648169,0.8046833872795105,0.7024396780319512,0.10224370924755932
regret_only,22,g3,276228,128,0.71875,0.3886808755760369,0.7215393781661987,0.7673795436520174,-0.04584016548581871
regret_only,22,g4,276228,14665,0.7674053907394409,0.6829409577240648,0.5369284749031067,0.6238109850217399,-0.08688251011863324
regret_only,22,g5,276228,14,0.7142857313156128,0.41428571428571426,1.1606496572494507,0.8973705906662908,0.2632790665831599
regret_only,22,g6,276228,10579,0.7797523140907288,0.7319825135403869,0.510278046131134,0.5871916648544888,-0.07691361872335478
ours,22,g1,276228,209,0.7464114427566528,0.5316784481341443,0.6643730998039246,0.6846005644225315,-0.020227464618606916
ours,22,g2,276228,37,0.6486486792564392,0.2863485016648169,0.9596933722496033,0.7024396780319512,0.2572536942176521
ours,22,g3,276228,128,0.7265625,0.5389232304020288,0.6822623014450073,0.7673795436520174,-0.08511724220701011
ours,22,g4,276228,14665,0.7715649604797363,0.6870280977572796,0.5368270874023438,0.6238109850217399,-0.08698389761939618
ours,22,g5,276228,14,0.7142857313156128,0.41428571428571426,0.985440731048584,0.8973705906662908,0.08807014038229322
ours,22,g6,276228,10579,0.7810757160186768,0.7326736999832466,0.5228756666183472,0.5871916648544888,-0.06431599823614165
