method,seed,group,n,accuracy,macro_f1,loss,R_star,excess_loss
GroupDRO,42,g3,26,0.76923,0.43478,0.56141,1.47999,0.0
GroupDRO,1337,g0,61,0.86885,0.86853,0.387,0.49935,0.0
GroupDRO,1337,g1,53,0.69811,0.65359,0.61362,0.5924,0.02121
GroupDRO,1337,g2,10,1.0,0.5,0.16897,0.42404,0.0
GroupDRO,1337,g3,26,0.76923,0.43478,0.60781,1.47999,0.0
GroupDRO,7,g0,61,0.78689,0.78596,0.52966,0.49935,0.03031
GroupDRO,7,g1,53,0.88679,0.8701,0.43083,0.5924,0.0
GroupDRO,7,g2,10,0.9,0.47368,0.39084,0.42404,0.0
GroupDRO,7,g3,26,0.76923,0.43478,0.5719,1.47999,0.0
GroupDRO,2024,g0,61,0.77049,0.76994,0.63588,0.49935,0.13654
GroupDRO,2024,g1,53,0.81132,0.79489,0.44807,0.5924,0.0
GroupDRO,2024,g2,10,1.0,0.5,0.00132,0.42404,0.0
GroupDRO,2024,g3,26,0.76923,0.55682,0.9344,1.47999,0.0
GroupDRO,31337,g0,61,0.83607,0.83602,0.4064,0.49935,0.0
GroupDRO,31337,g1,53,0.69811,0.64189,0.65952,0.5924,0.06712
GroupDRO,31337,g2,10,1.0,0.5,0.05239,0.42404,0.0
GroupDRO,31337,g3,26,0.76923,0.43478,0.59446,1.47999,0.0
GroupDRO,11,g0,61,0.7377,0.73707,0.56209,0.49935,0.06275
GroupDRO,11,g1,53,0.77358,0.73142,0.55896,0.5924,0.0
GroupDRO,11,g2,10,1.0,0.5,0.28119,0.42404,0.0
GroupDRO,11,g3,26,0.76923,0.43478,0.57434,1.47999,0.0
GroupDRO,22,g0,61,0.77049,0.76278,0.51569,0.49935,0.01634
GroupDRO,22,g1,53,0.79245,0.76539,0.52529,0.5924,0.0
GroupDRO,22,g2,10,1.0,0.5,0.0776,0.42404,0.0
GroupDRO,22,g3,26,0.76923,0.43478,0.5504,1.47999,0.0
GroupDRO,33,g0,61,0.86885,0.86593,0.35676,0.49935,0.0
GroupDRO,33,g1,53,0.81132,0.79489,0.45097,0.5924,0.0
GroupDRO,33,g2,10,1.0,0.5,0.02027,0.42404,0.0
GroupDRO,33,g3,26,0.76923,0.70677,0.7103,1.47999,0.0
GroupDRO,44,g0,61,0.7377,0.73187,0.57262,0.49935,0.07327
GroupDRO,44,g1,53,0.79245,0.78761,0.50829,0.5924,0.0
GroupDRO,44,g2,10,1.0,0.5,0.01366,0.42404,0.0
GroupDRO,44,g3,26,0.73077,0.59645,0.6624,1.47999,0.0
GroupDRO,55,g0,61,0.83607,0.83496,0.47871,0.49935,0.0
GroupDRO,55,g1,53,0.84906,0.8268,0.49405,0.5924,0.0
GroupDRO,55,g2,10,1.0,0.5,0.25006,0.42404,0.0
GroupDRO,55,g3,26,0.76923,0.43478,0.56565,1.47999,0.0
RegretDRO,42,g0,61,0.85246,0.84838,0.40002,0.49935,0.0
RegretDRO,42,g1,53,0.77358,0.74762,0.49182,0.5924,0.0
RegretDRO,42,g2,10,1.0,0.5,0.04905,0.42404,0.0
RegretDRO,42,g3,26,0.76923,0.43478,0.54508,1.47999,0.0
RegretDRO,1337,g0,61,0.86885,0.86853,0.38508,0.49935,0.0
RegretDRO,1337,g1,53,0.69811,0.65359,0.61372,0.5924,0.02132
RegretDRO,1337,g2,10,1.0,0.5,0.1613,0.42404,0.0
RegretDRO,1337,g3,26,0.76923,0.43478,0.61191,1.47999,0.0
RegretDRO,7,g0,61,0.78689,0.78596,0.529,0.49935,0.02966
RegretDRO,7,g1,53,0.88679,0.8701,0.43219,0.5924,0.0
RegretDRO,7,g2,10,0.9,0.47368,0.38678,0.42404,0.0
RegretDRO,7,g3,26,0.76923,0.43478,0.57269,1.47999,0.0
RegretDRO,2024,g0,61,0.77049,0.76994,0.58924,0.49935,0.08989
RegretDRO,2024,g1,53,0.83019,0.81316,0.42486,0.5924,0.0
RegretDRO,2024,g2,10,1.0,0.5,0.00188,0.42404,0.0
RegretDRO,2024,g3,26,0.76923,0.55682,0.7647,1.47999,0.0
RegretDRO,31337,g0,61,0.83607,0.83602,0.40623,0.49935,0.0
RegretDRO,31337,g1,53,0.69811,0.64189,0.65525,0.5924,0.06285
RegretDRO,31337,g2,10,1.0,0.5,0.05404,0.42404,0.0
RegretDRO,31337,g3,26,0.76923,0.43478,0.58935,1.47999,0.0
RegretDRO,11,g0,61,0.7377,0.73707,0.56123,0.49935,0.06188
RegretDRO,11,g1,53,0.77358,0.73142,0.56001,0.5924,0.0
RegretDRO,11,g2,10,1.0,0.5,0.27376,0.42404,0.0
RegretDRO,11,g3,26,0.76923,0.43478,0.57642,1.47999,0.0
RegretDRO,22,g0,61,0.77049,0.76278,0.51753,0.49935,0.01818
RegretDRO,22,g1,53,0.79245,0.76539,0.52745,0.5924,0.0
RegretDRO,22,g2,10,1.0,0.5,0.0726,0.42404,0.0
RegretDRO,22,g3,26,0.76923,0.43478,0.54949,1.47999,0.0
RegretDRO,33,g0,61,0.85246,0.84838,0.37762,0.49935,0.0
RegretDRO,33,g1,53,0.81132,0.79489,0.4135,0.5924,0.0
RegretDRO,33,g2,10,1.0,0.5,0.04769,0.42404,0.0
RegretDRO,33,g3,26,0.76923,0.62857,0.57912,1.47999,0.0
RegretDRO,44,g0,61,0.7377,0.73187,0.56846,0.49935,0.06912
RegretDRO,44,g1,53,0.79245,0.78761,0.50415,0.5924,0.0
RegretDRO,44,g2,10,1.0,0.5,0.01246,0.42404,0.0
RegretDRO,44,g3,26,0.73077,0.59645,0.65801,1.47999,0.0
RegretDRO,55,g0,61,0.83607,0.83496,0.47694,0.49935,0.0
RegretDRO,55,g1,53,0.84906,0.8268,0.49423,0.5924,0.0
RegretDRO,55,g2,10,1.0,0.5,0.24062,0.42404,0.0
RegretDRO,55,g3,26,0.76923,0.43478,0.56728,1.47999,0.0
AnchorsOnly,42,g0,61,0.83607,0.83496,0.31637,0.49935,0.0
AnchorsOnly,42,g1,53,0.81132,0.79489,0.45707,0.5924,0.0
AnchorsOnly,42,g2,10,1.0,0.5,0.13349,0.42404,0.0
AnchorsOnly,42,g3,26,0.80769,0.5873,0.70936,1.47999,0.0
AnchorsOnly,1337,g0,61,0.85246,0.8523,0.36624,0.49935,0.0
AnchorsOnly,1337,g1,53,0.71698,0.69575,0.68882,0.5924,0.09642
AnchorsOnly,1337,g2,10,0.9,0.47368,0.17477,0.42404,0.0
AnchorsOnly,1337,g3,26,0.76923,0.43478,0.79343,1.47999,0.0
AnchorsOnly,7,g0,61,0.80328,0.7989,0.61671,0.49935,0.11736
AnchorsOnly,7,g1,53,0.81132,0.76754,0.6302,0.5924,0.03779
AnchorsOnly,7,g2,10,0.8,0.44444,0.63971,0.42404,0.21566
AnchorsOnly,7,g3,26,0.73077,0.52972,0.67352,1.47999,0.0
AnchorsOnly,2024,g0,61,0.77049,0.76994,0.52846,0.49935,0.02911
AnchorsOnly,2024,g1,53,0.84906,0.83175,0.42073,0.5924,0.0
AnchorsOnly,2024,g2,10,1.0,0.5,0.07533,0.42404,0.0
AnchorsOnly,2024,g3,26,0.76923,0.55682,0.62221,1.47999,0.0
AnchorsOnly,31337,g0,61,0.80328,0.80195,0.60981,0.49935,0.11046
AnchorsOnly,31337,g1,53,0.69811,0.62807,0.64767,0.5924,0.05527
AnchorsOnly,31337,g2,10,1.0,0.5,0.57959,0.42404,0.15555
AnchorsOnly,31337,g3,26,0.69231,0.56667,0.67326,1.47999,0.0
AnchorsOnly,11,g0,61,0.7541,0.7541,0.52382,0.49935,0.02448
AnchorsOnly,11,g1,53,0.73585,0.71894,0.55069,0.5924,0.0
AnchorsOnly,11,g2,10,1.0,0.5,0.1497,0.42404,0.0
AnchorsOnly,11,g3,26,0.76923,0.43478,0.4988,1.47999,0.0
AnchorsOnly,22,g0,61,0.77049,0.76894,0.57437,0.49935,0.07502
AnchorsOnly,22,g1,53,0.77358,0.74762,0.51427,0.5924,0.0
AnchorsOnly,22,g2,10,1.0,0.5,0.0471,0.42404,0.0
AnchorsOnly,22,g3,26,0.76923,0.55682,0.76597,1.47999,0.0
AnchorsOnly,33,g0,61,0.85246,0.84652,0.56605,0.49935,0.0667
AnchorsOnly,33,g1,53,0.81132,0.77618,0.57799,0.5924,0.0
AnchorsOnly,33,g2,10,1.0,0.5,0.45839,0.42404,0.03434
AnchorsOnly,33,g3,26,0.69231,0.60902,0.65659,1.47999,0.0
AnchorsOnly,44,g0,61,0.7377,0.72889,0.61309,0.49935,0.11374
AnchorsOnly,44,g1,53,0.79245,0.76539,0.59684,0.5924,0.00444
AnchorsOnly,44,g2,10,0.8,0.44444,0.57398,0.42404,0.14994
AnchorsOnly,44,g3,26,0.76923,0.70677,0.63957,1.47999,0.0
AnchorsOnly,55,g0,61,0.78689,0.77831,0.52219,0.49935,0.02284
AnchorsOnly,55,g1,53,0.84906,0.8268,0.51934,0.5924,0.0
AnchorsOnly,55,g2,10,1.0,0.5,0.42315,0.42404,0.0
AnchorsOnly,55,g3,26,0.76923,0.43478,0.60777,1.47999,0.0
Ours_GDRO,42,g0,61,0.86885,0.8671,0.38748,0.49935,0.0
Ours_GDRO,42,g1,53,0.83019,0.81745,0.45651,0.5924,0.0
Ours_GDRO,42,g2,10,1.0,0.5,0.06802,0.42404,0.0
Ours_GDRO,42,g3,26,0.80769,0.5873,0.73284,1.47999,0.0
Ours_GDRO,1337,g0,61,0.86885,0.86797,0.34776,0.49935,0.0
Ours_GDRO,1337,g1,53,0.71698,0.6886,0.6719,0.5924,0.0795
Ours_GDRO,1337,g2,10,0.9,0.47368,0.27751,0.42404,0.0
Ours_GDRO,1337,g3,26,0.76923,0.43478,1.0281,1.47999,0.0
Ours_GDRO,7,g0,61,0.77049,0.76894,0.64375,0.49935,0.1444
Ours_GDRO,7,g1,53,0.79245,0.77688,0.65742,0.5924,0.06501
Ours_GDRO,7,g2,10,0.9,0.47368,0.39055,0.42404,0.0
Ours_GDRO,7,g3,26,0.76923,0.43478,0.58202,1.47999,0.0
Ours_GDRO,2024,g0,61,0.7541,0.75304,0.52282,0.49935,0.02347
Ours_GDRO,2024,g1,53,0.83019,0.81316,0.43579,0.5924,0.0
Ours_GDRO,2024,g2,10,1.0,0.5,0.04036,0.42404,0.0
Ours_GDRO,2024,g3,26,0.76923,0.55682,0.6657,1.47999,0.0
Ours_GDRO,31337,g0,61,0.7377,0.72889,0.63877,0.49935,0.13943
Ours_GDRO,31337,g1,53,0.69811,0.66349,0.66956,0.5924,0.07716
Ours_GDRO,31337,g2,10,1.0,0.5,0.27718,0.42404,0.0
Ours_GDRO,31337,g3,26,0.76923,0.43478,0.56844,1.47999,0.0
Ours_GDRO,11,g0,61,0.7541,0.75383,0.52589,0.49935,0.02654
Ours_GDRO,11,g1,53,0.73585,0.71285,0.53221,0.5924,0.0
Ours_GDRO,11,g2,10,1.0,0.5,0.12165,0.42404,0.0
Ours_GDRO,11,g3,26,0.76923,0.43478,0.48704,1.47999,0.0
Ours_GDRO,22,g0,61,0.77049,0.76743,0.52714,0.49935,0.02779
Ours_GDRO,22,g1,53,0.73585,0.71894,0.51479,0.5924,0.0
Ours_GDRO,22,g2,10,1.0,0.5,0.0516,0.42404,0.0
Ours_GDRO,22,g3,26,0.73077,0.52972,0.8992,1.47999,0.0
Ours_GDRO,33,g0,61,0.83607,0.83602,0.57902,0.49935,0.07967
Ours_GDRO,33,g1,53,0.81132,0.79489,0.58581,0.5924,0.0
Ours_GDRO,33,g2,10,1.0,0.5,0.13134,0.42404,0.0
Ours_GDRO,33,g3,26,0.73077,0.64103,0.5714,1.47999,0.0
Ours_GDRO,44,g0,61,0.7377,0.73187,0.56015,0.49935,0.0608
Ours_GDRO,44,g1,53,0.81132,0.80283,0.55043,0.5924,0.0
Ours_GDRO,44,g2,10,1.0,0.5,0.06443,0.42404,0.0
Ours_GDRO,44,g3,26,0.76923,0.55682,0.54475,1.47999,0.0
Ours_GDRO,55,g0,61,0.77049,0.76278,0.62394,0.49935,0.1246
Ours_GDRO,55,g1,53,0.84906,0.8268,0.59207,0.5924,0.0
Ours_GDRO,55,g2,10,1.0,0.5,0.20196,0.42404,0.0
Ours_GDRO,55,g3,26,0.76923,0.43478,0.5758,1.47999,0.0
Ours_Regret,42,g0,61,0.86885,0.8671,0.39123,0.49935,0.0
Ours_Regret,42,g1,53,0.83019,0.81745,0.45797,0.5924,0.0
Ours_Regret,42,g2,10,1.0,0.5,0.07276,0.42404,0.0
Ours_Regret,42,g3,26,0.80769,0.5873,0.75746,1.47999,0.0
Ours_Regret,1337,g0,61,0.86885,0.86797,0.37392,0.49935,0.0
Ours_Regret,1337,g1,53,0.71698,0.69575,0.71987,0.5924,0.12747
Ours_Regret,1337,g2,10,0.9,0.47368,0.31047,0.42404,0.0
Ours_Regret,1337,g3,26,0.76923,0.43478,1.14254,1.47999,0.0
Ours_Regret,7,g0,61,0.77049,0.76894,0.64285,0.49935,0.14351
Ours_Regret,7,g1,53,0.79245,0.78124,0.6611,0.5924,0.0687
Ours_Regret,7,g2,10,0.9,0.47368,0.37485,0.42404,0.0
Ours_Regret,7,g3,26,0.76923,0.43478,0.58523,1.47999,0.0
Ours_Regret,2024,g0,61,0.7541,0.7517,0.5077,0.49935,0.00836
Ours_Regret,2024,g1,53,0.83019,0.81316,0.42794,0.5924,0.0
Ours_Regret,2024,g2,10,1.0,0.5,0.02422,0.42404,0.0
Ours_Regret,2024,g3,26,0.76923,0.55682,0.77016,1.47999,0.0
Ours_Regret,31337,g0,61,0.81967,0.81791,0.62346,0.49935,0.12411
Ours_Regret,31337,g1,53,0.67925,0.63742,0.66025,0.5924,0.06785
Ours_Regret,31337,g2,10,1.0,0.5,0.20781,0.42404,0.0
Ours_Regret,31337,g3,26,0.76923,0.43478,0.57232,1.47999,0.0
Ours_Regret,11,g0,61,0.7377,0.73763,0.55454,0.49935,0.05519
Ours_Regret,11,g1,53,0.73585,0.71285,0.55021,0.5924,0.0
Ours_Regret,11,g2,10,1.0,0.5,0.06346,0.42404,0.0
Ours_Regret,11,g3,26,0.76923,0.43478,0.51457,1.47999,0.0
Ours_Regret,22,g0,61,0.78689,0.78316,0.51829,0.49935,0.01895
Ours_Regret,22,g1,53,0.77358,0.74762,0.5106,0.5924,0.0
Ours_Regret,22,g2,10,1.0,0.5,0.07823,0.42404,0.0
Ours_Regret,22,g3,26,0.73077,0.42222,0.86251,1.47999,0.0
Ours_Regret,33,g0,61,0.83607,0.83602,0.57764,0.49935,0.07829
Ours_Regret,33,g1,53,0.81132,0.79489,0.59031,0.5924,0.0
Ours_Regret,33,g2,10,1.0,0.5,0.11255,0.42404,0.0
Ours_Regret,33,g3,26,0.73077,0.64103,0.57208,1.47999,0.0
Ours_Regret,44,g0,61,0.7377,0.73187,0.53919,0.49935,0.03985
Ours_Regret,44,g1,53,0.81132,0.80572,0.54673,0.5924,0.0
Ours_Regret,44,g2,10,1.0,0.5,0.08287,0.42404,0.0
Ours_Regret,44,g3,26,0.73077,0.52972,0.59806,1.47999,0.0
Ours_Regret,55,g0,61,0.78689,0.781,0.62025,0.49935,0.1209
Ours_Regret,55,g1,53,0.84906,0.8268,0.59543,0.5924,0.00302
Ours_Regret,55,g2,10,1.0,0.5,0.17078,0.42404,0.0
Ours_Regret,55,g3,26,0.76923,0.43478,0.57964,1.47999,0.0
