method,seed,group,n_params,n,acc,macro_f1,loss,R_star,excess_loss
regret_only,7,g1,276228,209,0.7368420958518982,0.556500802547409,0.6533608436584473,0.6846005644225315,-0.03123972076408421
regret_only,7,g2,276228,37,0.6756756901741028,0.31303418803418803,0.8448479175567627,0.7024396780319512,0.14240823952481152
regret_only,7,g3,276228,128,0.703125,0.48260364842454395,0.7303953170776367,0.7673795436520174,-0.03698422657438072
regret_only,7,g4,276228,14665,0.7756563425064087,0.7006229234833048,0.5258769392967224,0.6238109850217399,-0.09793404572501752
regret_only,7,g5,276228,14,0.7142857313156128,0.41428571428571426,0.9987726807594299,0.8973705906662908,0.10140209009313916
regret_only,7,g6,276228,10579,0.7818319201469421,0.7325914186891767,0.5090286135673523,0.5871916648544888,-0.07816305128713652
ours,7,g1,276228,209,0.6985645890235901,0.3649924959892356,0.7490988373756409,0.6846005644225315,0.06449827295310939
ours,7,g2,276228,37,0.6216216087341309,0.29000000000000004,0.9549880027770996,0.7024396780319512,0.25254832474514843
ours,7,g3,276228,128,0.703125,0.37924528301886795,0.7888425588607788,0.7673795436520174,0.02146301520876137
ours,7,g4,276228,14665,0.7473576664924622,0.6264982150806069,0.6468449234962463,0.6238109850217399,0.02303393847450641
ours,7,g5,276228,14,0.7142857313156128,0.41428571428571426,1.0006186962127686,0.8973705906662908,0.10324810554647779
ours,7,g6,276228,10579,0.7591454386711121,0.6984711975098827,0.6127535104751587,0.5871916648544888,0.025561845620669876
