method,seed,group,n_params,n,acc,macro_f1,loss,R_star,excess_loss
anchors_only,1,g1,276228,209,0.703349232673645,0.4320063986573309,0.668131411075592,0.6846005644225315,-0.016469153346939436
anchors_only,1,g2,276228,37,0.5945945978164673,0.2696078431372549,1.3742293119430542,0.7024396780319512,0.671789633911103
anchors_only,1,g3,276228,128,0.6875,0.5362046878440321,0.9155287146568298,0.7673795436520174,0.1481491710048124
anchors_only,1,g4,276228,14665,0.743880033493042,0.6482932791735484,0.6040492057800293,0.6238109850217399,-0.01976177924171063
anchors_only,1,g5,276228,14,0.5714285969734192,0.325,1.5158368349075317,0.8973705906662908,0.618466244241241
anchors_only,1,g6,276228,10579,0.7555534243583679,0.6933866036646065,0.5793928503990173,0.5871916648544888,-0.007798814455471481
align_only,1,g1,276228,209,0.7129186391830444,0.4727903318077803,0.6324891448020935,0.6846005644225315,-0.05211141962043797
align_only,1,g2,276228,37,0.7297297716140747,0.3214285714285714,0.9569514393806458,0.7024396780319512,0.2545117613486946
align_only,1,g3,276228,128,0.671875,0.5247622394448244,0.7993812561035156,0.7673795436520174,0.03200171245149819
align_only,1,g4,276228,14665,0.7754517793655396,0.698394679544237,0.530013382434845,0.6238109850217399,-0.09379760258689496
align_only,1,g5,276228,14,0.7142857313156128,0.41428571428571426,1.1430584192276,0.8973705906662908,0.24568782856130933
align_only,1,g6,276228,10579,0.7815483212471008,0.7299845621784364,0.5139299631118774,0.5871916648544888,-0.07326170174261137
ours,1,g1,276228,209,0.7224879860877991,0.5623084123084124,0.6025388240814209,0.6846005644225315,-0.08206174034111058
ours,1,g2,276228,37,0.6486486792564392,0.2863485016648169,0.9245355725288391,0.7024396780319512,0.22209589449688794
ours,1,g3,276228,128,0.703125,0.4999180083482409,0.7588297724723816,0.7673795436520174,-0.008549771179635846
ours,1,g4,276228,14665,0.7712240219116211,0.6939450443712996,0.5363757610321045,0.6238109850217399,-0.08743522398963544
ours,1,g5,276228,14,0.6428571939468384,0.36666666666666664,1.0492353439331055,0.8973705906662908,0.1518647532668147
ours,1,g6,276228,10579,0.7784289717674255,0.7307877191066521,0.5213249325752258,0.5871916648544888,-0.06586673227926299
