method,seed,group,n_params,n,acc,macro_f1,loss,R_star,excess_loss
anchors_only,1,g1,276228,209,0.7129186391830444,0.5064852008290923,0.6507302522659302,0.6846005644225315,-0.0338703121566013
anchors_only,1,g2,276228,37,0.5675675868988037,0.255,1.3330471515655518,0.7024396780319512,0.6306074735336006
anchors_only,1,g3,276228,128,0.6640625,0.5279465212876427,0.9363073110580444,0.7673795436520174,0.168927767406027
anchors_only,1,g4,276228,14665,0.7484487295150757,0.6485969218975367,0.5829839110374451,0.6238109850217399,-0.04082707398429486
anchors_only,1,g5,276228,14,0.5714285969734192,0.32857142857142857,1.485186219215393,0.8973705906662908,0.5878156285491023
anchors_only,1,g6,276228,10579,0.7620757818222046,0.6947564568225464,0.5593103170394897,0.5871916648544888,-0.02788134781499907
align_only,1,g1,276228,209,0.7129186391830444,0.45672697420353003,0.6277148127555847,0.6846005644225315,-0.05688575166694676
align_only,1,g2,276228,37,0.6756756901741028,0.2974537037037037,0.9333897233009338,0.7024396780319512,0.23095004526898266
align_only,1,g3,276228,128,0.7109375,0.5522793125347305,0.7961442470550537,0.7673795436520174,0.028764703403036274
align_only,1,g4,276228,14665,0.7646778225898743,0.6775549290536749,0.5476868748664856,0.6238109850217399,-0.07612411015525433
align_only,1,g5,276228,14,0.7142857313156128,0.41428571428571426,1.219416618347168,0.8973705906662908,0.3220460276808772
align_only,1,g6,276228,10579,0.7752150297164917,0.7182842591799812,0.5270538330078125,0.5871916648544888,-0.060137831846676315
ours,1,g1,276228,209,0.7464114427566528,0.5952880452880454,0.631064236164093,0.6846005644225315,-0.05353632825843846
ours,1,g2,276228,37,0.6216216087341309,0.2756410256410256,0.925090491771698,0.7024396780319512,0.22265081373974682
ours,1,g3,276228,128,0.7109375,0.5908020489548955,0.7068983316421509,0.7673795436520174,-0.06048121200986656
ours,1,g4,276228,14665,0.7677463293075562,0.6722222390562053,0.5478720664978027,0.6238109850217399,-0.0759389185239372
ours,1,g5,276228,14,0.7142857313156128,0.41428571428571426,1.1669156551361084,0.8973705906662908,0.26954506446981763
ours,1,g6,276228,10579,0.7664240598678589,0.7112114485858196,0.5497380495071411,0.5871916648544888,-0.0374536153473477
