method,seed,group,n_params,n,acc,macro_f1,loss,R_star,excess_loss
regret_only,42,g1,276228,209,0.7272726893424988,0.46565379045829913,0.6404884457588196,0.6846005644225315,-0.0441121186637119
regret_only,42,g2,276228,37,0.6486486792564392,0.2863485016648169,0.8133586645126343,0.7024396780319512,0.1109189864806831
regret_only,42,g3,276228,128,0.703125,0.3806163594470046,0.7085580229759216,0.7673795436520174,-0.058821520676095806
regret_only,42,g4,276228,14665,0.7725196480751038,0.6942049002785808,0.5308606624603271,0.6238109850217399,-0.09295032256141278
regret_only,42,g5,276228,14,0.5,0.25,1.2655686140060425,0.8973705906662908,0.3681980233397517
regret_only,42,g6,276228,10579,0.7729464173316956,0.7243321742716193,0.5322113633155823,0.5871916648544888,-0.05498030153890654
ours,42,g1,276228,209,0.684210479259491,0.35788103705994534,0.788424551486969,0.6846005644225315,0.10382398706443752
ours,42,g2,276228,37,0.7027027010917664,0.3090909090909091,0.9412983059883118,0.7024396780319512,0.2388586279563606
ours,42,g3,276228,128,0.65625,0.35513346283905317,0.876720666885376,0.7673795436520174,0.10934112323335854
ours,42,g4,276228,14665,0.7314013242721558,0.5568378878654517,0.6858365535736084,0.6238109850217399,0.06202556855186847
ours,42,g5,276228,14,0.6428571939468384,0.36666666666666664,1.0193711519241333,0.8973705906662908,0.12200056125784253
ours,42,g6,276228,10579,0.7514888048171997,0.6974188419628531,0.6475036144256592,0.5871916648544888,0.060311949571170365
